CourseProvider,CourseTitle,Description,SkillsGained,Department,Level,Track
Huawei,HCIA-Cloud Computing - Cohort 2 (Part 1),Intro to Huawei Cloud Computing,"Cloud, Virtualization, Docker",Network,Intermediate,Cloud
Huawei,HCIP-Datacom - Cohort 3 (Part 2),Professional routing & switching,"Routing, Switching",Network,Advanced,Networking
AWS,AWS Developer Path - Cohort 6 (Part 3),Full stack AWS application development,"Python, Web, Cloud, React",CS,Advanced,DevOps
AWS,AWS ML Specialty - Cohort 7 (Part 1),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker, Docker",AI,Beginner,ML
AWS,AWS Data Analytics - Cohort 8 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi, Python, Kubernetes",IS,Intermediate,Data
AWS,AWS Cloud Architecture Path - Cohort 9 (Part 3),Design and operate secure cloud infrastructure,"Architecture, Cloud Security",Network,Advanced,Cloud
Huawei,HCIA-Cloud Computing - Cohort 10 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage, Docker",Network,Beginner,Cloud
Huawei,HCIP-Cloud Computing - Cohort 11 (Part 2),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, React, Machine Learning",Network,Intermediate,Cloud
Huawei,HCIP-Datacom - Cohort 13 (Part 3),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Python, Machine Learning",Network,Beginner,Networking
Huawei,HCIP-AI-Developer - Cohort 15 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore",AI,Advanced,ML
Huawei,HCIP-Datacom - Cohort 2 (Part 3),Professional routing & switching,"Routing, Switching",Network,Intermediate,Networking
Huawei,Big Data Developer - Cohort 3 (Part 1),Big Data development with Huawei,"Big Data, Etl, Docker",IS,Advanced,Data
Huawei,AI Talent Program - Cohort 4 (Part 2),Machine & Deep Learning,"Machine Learning, Deep Learning",AI,Beginner,ML
AWS,AWS Developer Path - Cohort 5 (Part 3),Full stack AWS application development,"Python, Web, Cloud",CS,Intermediate,DevOps
AWS,AWS ML Specialty - Cohort 6 (Part 1),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker, Kubernetes, React",AI,Advanced,ML
AWS,AWS Cloud Architecture Path - Cohort 8 (Part 1),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, Python, Kubernetes",Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 9 (Part 1),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage, Machine Learning",Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 10 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Kubernetes, Python",Network,Beginner,Cloud
Huawei,HCIA-Datacom - Cohort 11 (Part 1),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf, Docker, React",Network,Intermediate,Networking
Huawei,HCIP-Datacom - Cohort 12 (Part 3),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Kubernetes",Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 13 (Part 2),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, Kubernetes",AI,Beginner,ML
Huawei,HCIP-AI-Developer - Cohort 14 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Machine Learning, React",AI,Intermediate,ML
Huawei,Huawei Big Data Developer - Cohort 15 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing",IS,Advanced,Data
Huawei,Huawei Data Warehouse and BI - Cohort 1 (Part 1),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Docker",IS,Beginner,Data
Huawei,Huawei Full-Stack Developer - Cohort 3 (Part 1),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Docker",CS,Advanced,Software
AWS,AWS Academy Cloud Foundations - Cohort 4 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics, Kubernetes",Network,Beginner,Cloud
AWS,AWS Academy Data Engineering - Cohort 6 (Part 1),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines, Aws, Docker",IS,Advanced,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 7 (Part 3),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Aws",AI,Beginner,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 8 (Part 1),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops",AI,Intermediate,ML
AWS,AWS Academy Cloud Security - Cohort 9 (Part 1),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance, Machine Learning, Docker",Network,Advanced,Security
AWS,AWS Developer Building Serverless Applications - Cohort 10 (Part 2),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design",CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 11 (Part 3),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Python, Machine Learning",CS,Intermediate,DevOps
Huawei,HCIP-Datacom - Cohort 13 (Part 3),Professional routing & switching,"Routing, Switching, React",Network,Beginner,Networking
AWS,AWS Developer Path - Cohort 1 (Part 1),Full stack AWS application development,"Python, Web, Cloud, Kubernetes",CS,Beginner,DevOps
AWS,AWS ML Specialty - Cohort 2 (Part 3),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker, React, Python",AI,Intermediate,ML
AWS,AWS Data Analytics - Cohort 3 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi, Kubernetes",IS,Advanced,Data
AWS,AWS Cloud Architecture Path - Cohort 4 (Part 2),Design and operate secure cloud infrastructure,"Architecture, Cloud Security",Network,Beginner,Cloud
Huawei,HCIA-Cloud Computing - Cohort 5 (Part 1),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage",Network,Intermediate,Cloud
Huawei,HCIP-Cloud Computing - Cohort 6 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Aws, Machine Learning",Network,Advanced,Cloud
Huawei,HCIA-Datacom - Cohort 7 (Part 2),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf",Network,Beginner,Networking
Huawei,HCIP-Datacom - Cohort 8 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, React",Network,Intermediate,Networking
Huawei,HCIA-AI - Cohort 9 (Part 2),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, Docker, React",AI,Advanced,ML
Huawei,HCIP-AI-Developer - Cohort 10 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Aws",AI,Beginner,ML
Huawei,Huawei Big Data Developer - Cohort 11 (Part 2),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing",IS,Intermediate,Data
Huawei,Huawei Cloud DevOps - Cohort 13 (Part 3),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci, Machine Learning, Python",CS,Beginner,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 14 (Part 2),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Kubernetes",CS,Intermediate,Software
AWS,AWS Academy Cloud Foundations - Cohort 15 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics",Network,Advanced,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 1 (Part 1),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security",Network,Beginner,Cloud
AWS,AWS Academy Data Engineering - Cohort 2 (Part 2),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines",IS,Intermediate,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 3 (Part 3),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Kubernetes",AI,Advanced,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 4 (Part 1),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, Machine Learning",AI,Beginner,ML
AWS,AWS Academy Cloud Security - Cohort 5 (Part 2),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance, Kubernetes",Network,Intermediate,Security
AWS,AWS Developer Building Serverless Applications - Cohort 6 (Part 2),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design, Machine Learning",CS,Advanced,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 7 (Part 3),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Python, React",CS,Beginner,DevOps
Huawei,HCIA-Cloud Computing - Cohort 8 (Part 3),Intro to Huawei Cloud Computing,"Cloud, Virtualization, Aws, Kubernetes",Network,Intermediate,Cloud
Huawei,Big Data Developer - Cohort 10 (Part 2),Big Data development with Huawei,"Big Data, Etl",IS,Beginner,Data
Huawei,AI Talent Program - Cohort 11 (Part 2),Machine & Deep Learning,"Machine Learning, Deep Learning, Kubernetes",AI,Intermediate,ML
AWS,AWS Developer Path - Cohort 12 (Part 1),Full stack AWS application development,"Python, Web, Cloud, React, Docker",CS,Advanced,DevOps
AWS,AWS Data Analytics - Cohort 14 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi, Machine Learning",IS,Intermediate,Data
AWS,AWS Cloud Architecture Path - Cohort 15 (Part 2),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, Machine Learning",Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 2 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Kubernetes",Network,Intermediate,Cloud
Huawei,HCIA-Datacom - Cohort 3 (Part 3),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf, Python",Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 5 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing",AI,Intermediate,ML
Huawei,HCIP-AI-Developer - Cohort 6 (Part 3),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Python",AI,Advanced,ML
Huawei,Huawei Big Data Developer - Cohort 7 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing, Docker, Python",IS,Beginner,Data
Huawei,Huawei Data Warehouse and BI - Cohort 8 (Part 1),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Machine Learning",IS,Intermediate,Data
Huawei,Huawei Cloud DevOps - Cohort 9 (Part 3),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci, Python",CS,Advanced,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 10 (Part 1),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, React",CS,Beginner,Software
AWS,AWS Academy Cloud Architecting - Cohort 12 (Part 2),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security",Network,Advanced,Cloud
AWS,AWS Academy Data Engineering - Cohort 13 (Part 2),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines",IS,Beginner,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 14 (Part 1),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Machine Learning",AI,Intermediate,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 15 (Part 1),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, Python",AI,Advanced,ML
AWS,AWS Academy Cloud Security - Cohort 1 (Part 2),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance",Network,Beginner,Security
AWS,AWS Developer Building Serverless Applications - Cohort 2 (Part 1),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design, React, Kubernetes",CS,Intermediate,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 3 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Kubernetes, Machine Learning",CS,Advanced,DevOps
Huawei,HCIP-Datacom - Cohort 5 (Part 3),Professional routing & switching,"Routing, Switching, React, Python",Network,Intermediate,Networking
Huawei,Big Data Developer - Cohort 6 (Part 1),Big Data development with Huawei,"Big Data, Etl",IS,Advanced,Data
Huawei,AI Talent Program - Cohort 7 (Part 3),Machine & Deep Learning,"Machine Learning, Deep Learning",AI,Beginner,ML
AWS,AWS Developer Path - Cohort 8 (Part 3),Full stack AWS application development,"Python, Web, Cloud",CS,Intermediate,DevOps
AWS,AWS ML Specialty - Cohort 9 (Part 1),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker",AI,Advanced,ML
AWS,AWS Data Analytics - Cohort 10 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi",IS,Beginner,Data
AWS,AWS Cloud Architecture Path - Cohort 11 (Part 3),Design and operate secure cloud infrastructure,"Architecture, Cloud Security",Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 12 (Part 1),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage, Aws",Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 13 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Docker",Network,Beginner,Cloud
Huawei,HCIA-Datacom - Cohort 14 (Part 1),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf, Aws, Machine Learning",Network,Intermediate,Networking
Huawei,HCIP-Datacom - Cohort 15 (Part 2),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Machine Learning, Kubernetes",Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 1 (Part 3),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, Aws",AI,Beginner,ML
Huawei,HCIP-AI-Developer - Cohort 2 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Kubernetes, Aws",AI,Intermediate,ML
Huawei,Huawei Data Warehouse and BI - Cohort 4 (Part 1),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Kubernetes, React",IS,Beginner,Data
Huawei,Huawei Cloud DevOps - Cohort 5 (Part 2),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci",CS,Intermediate,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 6 (Part 1),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Docker",CS,Advanced,Software
AWS,AWS Academy Cloud Architecting - Cohort 8 (Part 2),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security, Docker",Network,Intermediate,Cloud
AWS,AWS Academy Data Engineering - Cohort 9 (Part 3),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines, Aws, Python",IS,Advanced,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 10 (Part 2),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Kubernetes",AI,Beginner,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 11 (Part 3),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, Docker, Kubernetes",AI,Intermediate,ML
AWS,AWS Academy Cloud Security - Cohort 12 (Part 2),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance, Aws",Network,Advanced,Security
AWS,AWS Developer Building Serverless Applications - Cohort 13 (Part 3),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design",CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 14 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Python, Kubernetes",CS,Intermediate,DevOps
Huawei,HCIP-Datacom - Cohort 1 (Part 3),Professional routing & switching,"Routing, Switching, React, Machine Learning",Network,Beginner,Networking
Huawei,Big Data Developer - Cohort 2 (Part 2),Big Data development with Huawei,"Big Data, Etl, Docker, React",IS,Intermediate,Data
Huawei,AI Talent Program - Cohort 3 (Part 1),Machine & Deep Learning,"Machine Learning, Deep Learning, Docker",AI,Advanced,ML
AWS,AWS Developer Path - Cohort 4 (Part 2),Full stack AWS application development,"Python, Web, Cloud, Machine Learning",CS,Beginner,DevOps
AWS,AWS Data Analytics - Cohort 6 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi, Docker, Aws",IS,Advanced,Data
AWS,AWS Cloud Architecture Path - Cohort 7 (Part 1),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, React",Network,Beginner,Cloud
Huawei,HCIA-Cloud Computing - Cohort 8 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage",Network,Intermediate,Cloud
Huawei,HCIA-Datacom - Cohort 10 (Part 1),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf",Network,Beginner,Networking
Huawei,HCIP-Datacom - Cohort 11 (Part 2),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting",Network,Intermediate,Networking
Huawei,HCIP-AI-Developer - Cohort 13 (Part 2),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Machine Learning, Python",AI,Beginner,ML
Huawei,Huawei Data Warehouse and BI - Cohort 15 (Part 2),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Kubernetes",IS,Advanced,Data
Huawei,Huawei Full-Stack Developer - Cohort 2 (Part 1),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices",CS,Intermediate,Software
AWS,AWS Academy Cloud Foundations - Cohort 3 (Part 1),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics, Python",Network,Advanced,Cloud
AWS,AWS Academy Data Engineering - Cohort 5 (Part 1),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines, Aws",IS,Intermediate,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 6 (Part 3),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics",AI,Advanced,ML
AWS,AWS Academy Cloud Security - Cohort 8 (Part 3),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance, Kubernetes, Python",Network,Intermediate,Security
AWS,AWS Developer Building Serverless Applications - Cohort 9 (Part 2),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design, Python",CS,Advanced,DevOps
Huawei,HCIA-Cloud Computing - Cohort 11 (Part 2),Intro to Huawei Cloud Computing,"Cloud, Virtualization, Machine Learning, React",Network,Intermediate,Cloud
Huawei,HCIP-Datacom - Cohort 12 (Part 1),Professional routing & switching,"Routing, Switching, Aws",Network,Advanced,Networking
Huawei,Big Data Developer - Cohort 13 (Part 1),Big Data development with Huawei,"Big Data, Etl, Docker",IS,Beginner,Data
AWS,AWS Developer Path - Cohort 15 (Part 1),Full stack AWS application development,"Python, Web, Cloud, Docker",CS,Advanced,DevOps
AWS,AWS ML Specialty - Cohort 1 (Part 2),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker, Docker, Python",AI,Beginner,ML
AWS,AWS Data Analytics - Cohort 2 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi, Docker",IS,Intermediate,Data
AWS,AWS Cloud Architecture Path - Cohort 3 (Part 3),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, Docker, Aws",Network,Advanced,Cloud
Huawei,HCIA-Cloud Computing - Cohort 4 (Part 1),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage, Docker, Kubernetes",Network,Beginner,Cloud
Huawei,HCIP-Cloud Computing - Cohort 5 (Part 2),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Python, Docker",Network,Intermediate,Cloud
Huawei,HCIA-Datacom - Cohort 6 (Part 3),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf, Python",Network,Advanced,Networking
Huawei,HCIP-Datacom - Cohort 7 (Part 3),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Python, Kubernetes",Network,Beginner,Networking
Huawei,HCIA-AI - Cohort 8 (Part 3),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, React",AI,Intermediate,ML
Huawei,HCIP-AI-Developer - Cohort 9 (Part 2),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Kubernetes",AI,Advanced,ML
Huawei,Huawei Big Data Developer - Cohort 10 (Part 2),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing, Machine Learning, React",IS,Beginner,Data
Huawei,Huawei Data Warehouse and BI - Cohort 11 (Part 1),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Docker",IS,Intermediate,Data
AWS,AWS Academy Cloud Foundations - Cohort 14 (Part 1),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics, Kubernetes",Network,Intermediate,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 15 (Part 3),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security, Docker",Network,Advanced,Cloud
AWS,AWS Academy Data Engineering - Cohort 1 (Part 3),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines, React, Machine Learning",IS,Beginner,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 2 (Part 2),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Python, Docker",AI,Intermediate,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 3 (Part 3),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, Python",AI,Advanced,ML
AWS,AWS Developer Building Serverless Applications - Cohort 5 (Part 3),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design, Machine Learning",CS,Intermediate,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 6 (Part 3),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd",CS,Advanced,DevOps
Huawei,HCIA-Cloud Computing - Cohort 7 (Part 3),Intro to Huawei Cloud Computing,"Cloud, Virtualization, Aws",Network,Beginner,Cloud
Huawei,HCIP-Datacom - Cohort 8 (Part 1),Professional routing & switching,"Routing, Switching, Python, React",Network,Intermediate,Networking
Huawei,AI Talent Program - Cohort 10 (Part 1),Machine & Deep Learning,"Machine Learning, Deep Learning, Docker",AI,Beginner,ML
AWS,AWS ML Specialty - Cohort 12 (Part 1),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker",AI,Advanced,ML
AWS,AWS Data Analytics - Cohort 13 (Part 1),Data analysis at scale on AWS,"Data Analysis, Bi, Kubernetes, React",IS,Beginner,Data
AWS,AWS Cloud Architecture Path - Cohort 14 (Part 3),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, Aws",Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 15 (Part 3),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage",Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 1 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Machine Learning, Docker",Network,Beginner,Cloud
Huawei,HCIP-Datacom - Cohort 3 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Aws, Docker",Network,Advanced,Networking
Huawei,HCIP-AI-Developer - Cohort 5 (Part 2),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Machine Learning",AI,Intermediate,ML
Huawei,Huawei Big Data Developer - Cohort 6 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing, Kubernetes, Aws",IS,Advanced,Data
Huawei,Huawei Data Warehouse and BI - Cohort 7 (Part 2),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql",IS,Beginner,Data
Huawei,Huawei Cloud DevOps - Cohort 8 (Part 2),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci, Aws",CS,Intermediate,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 9 (Part 3),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Aws",CS,Advanced,Software
AWS,AWS Academy Cloud Foundations - Cohort 10 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics, Docker, Kubernetes",Network,Beginner,Cloud
AWS,AWS Academy Data Engineering - Cohort 12 (Part 1),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines",IS,Advanced,Data
AWS,AWS Academy Machine Learning for Developers - Cohort 14 (Part 1),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, Python, Docker",AI,Intermediate,ML
AWS,AWS Academy Cloud Security - Cohort 15 (Part 3),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance",Network,Advanced,Security
AWS,AWS Developer Building Serverless Applications - Cohort 1 (Part 1),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design, React",CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 2 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd",CS,Intermediate,DevOps
